akun;text
erwin.saputro_;Presiden Apa Sales ini
harryadhnan;Lalu Siapa yg berani mengusir nanti setelah 190 th yg akan datang . Yg ada anak cucu diusir
_beasane;Entak toh jaman ku
viperoracing;Orde lama
lukman_dinan;Bral obral obral, Silahkan pak bu..
chollifsemidang;Keren 🔥👏 , jual aja pak sekalian negara ini
mujib_akhis;Acc
galantra39;Yg milih kan kalian sampe 2 periode 😂
titussiswandono;Yang begini ini yang menyandera negara & rakyat Indonesia ke depan ya prof. @mohmahfudmd
dnnjyptrmg;Semoga ga laku, jualan kok jualan negara, miris😢😢
novaprambudi;Katanya mau bikin ikn kok malah jadi jualan lahan ?
paroel_bonehead;Bneran tanya.. Hak dia apa? 😂
aakbarrudin;Wes karepmu
khairulfuadi_dr;tahun depan udah makan gratis...gmn tuh ngelanjutinnya.
wobbybalnes;SALAM MANGKRAK 👏🏻
muhamadrizalb;😂😂😂😢😢😢😢😢
sakti_aprilina;FIX MANGKRAK...😂😂😂
sayuthisog057;Ngak usah ngeluh nikmati aja pilihan kalian 😂
kurnias_9;Ya Allah udah mau lengser masih aja ngatur2 inget pak jokowi semua di dunia ini fana ga abadi.... umur aja di batasi sm Allah swt 😂
irwanda.tr;sales ikn 😂
umarm.471;Head of marketing taunya 🤣🤪🤭
dedipranoto1;Pikirannya udah gk tenang krna 3bln lgi udah memasuki bulan oktober😂
muhnuhzulaiman;Rt dikasih kekuasaan lebih
andytwits22;😂 duit abis
di4n0o7;Freeport 2 kah ????
dickynarli;Seperti penjajahan
ismail_fahmi;Oke gas
azwar.anas28;Apa beda sama Freeport? 😂
yudhiest06;Masa jabatan tinggal 3 bulan, buat komitmen utk 2 abad. Oke gas 😂
ichsannv;Antitesis dari pejuang yg mempertahankan tanah air
5th.76ers;Tanggung ... 1000 thn aja
amaryaraja;cuan brp wi wkwkwk
wijayaling;Seberani itukah Presiden ku ?  Apa Prabowo Presidenku juga setuju ?  Melanggar tidak ya ?
andhika_putra6825;350 + 190 = 🤡🤡🤡🤡🤡
pebriandika;Terlalu berambisi IKN dimasa kepimimpinan beliau. Padahal pembangunan itu sistimnya bertahap...
kharirofficial;Payah, paya..... Pemimpin Payah
rusli_g81;Obral? Ngga laku dong?
juperrrrlinn_;190 thn berapa generasi itu ? Njirr 😂😂😂
razanqaedi;Mana nih suara 58% ???? Apa masih bilang *kan blm di lantik knp di salahin trus?* lahhh lo paham gak makna *Berkelanjutan dan peran si paman dgn keponakan nya?* 😂😂😂😂😂😂
gputra_andreass;Tanggung.. 191 tahun donk
ruslimages;Buju busetttt 3 generasi. Wis koyo VOC😅
neota_shopbali;Ud sadar 5 taun lalu
aiz_bhe;Apa bedanya dengan Freeport?! Ini lebih parah 190 tahun
retnopuspitasary;Pak ini negara bukan perusahaan, beda. Salah pilih pemimpin negara
agusanakemboke;190 tahun hampir 2 Abad 😢
lydiahl86;Kecewa...
e_wildane;Cukup jok cukup jgn di paksa
faqihfate;Indonesia merdeka aja belum 100 tahun mas joko 👏🏻
safaatbinjamal;Nnti kyk taiwan gak ? 😅
bagus_ginanjar;Gas terus mumpung belum pensiun
bicara.asa;Menuju investor IKN emas tahun 2214. Menyala investorkuh 🔥🔥🔥
burhankardiman;Semoga ga laku...
guzel_409;Bisa ga ya, suatu saat kita buktikan seluruh keluarga jokowi terlibat dalam hal2 yang merugikan negara ini dan ketika terbukti bersalah, kita eksekusi seluruh keluarganya seperti zaman pk* ?
bayu_benky277;190 tahun itu 8 generasi rakyat inDONEsia dikadalin asing aseng, dianya mah udah karuan ko’id .. hadeuh 🤦🏻💩
hurrul.fikri;Weee no komen
tianwhy;🤣🤣0
deripriatna812;Enak to... 🤣🔥 merakyat dong yakan 🤡 🗿
retno_ien;Investor malah g tertarik sih? Curiga 190 thn kelamaan apa lama balik modalnya atau malah gak cuan samsek.
haidenmuh_ayah_aqlanharith_;Edan skalin ja seumur hidup
ukie_bengbeng7;GAK MESISAN DIJUAL AE TO PAK INDONESIA KI ,kog ndadak di sebut HGU???
firmanqurrota;😂😂😂
sarah130419;Gadaikan terus negaramu !!!!! Ingat 7 turunanmu akan memikul dosamu.
dimas_riski_setiawan;Cepet cepet realisasi biar abis pensiun masih punya nama di Konoha wkwk
ririfrida;Kayaknya udah kiamat duluan sebelum HGU habis
edydwi1;Sedih ya ..menggadaikan tanah yg bukan miliknya ..mengatasnamakan negara demi mengejar achievment pribadi ...mau dikenang sbagai apa sih pak ..😂😂
adieazzam;Masalahnya kenapa ga laku ya ini. Aturannya gampang bgt diubah. Bukan masalah waktunya ckckckckk...
aan_amirul_burdan;Mukidi menyesal aku 2 prode nyoblos dirimu ternyata bejat seperti Namrud
riowannabe;Parah.. Kebijakan macam apa itu? Gak bener nih..
ghani_rzm;Singapura : im coming 😂
abdulhalim1855;BEKERJA ...UNTUK  MENJUALKAN ...KAVLING KAVLING  SANG PEMEGANG HGU
wr250.riders;Mangkrakkk ya Rabbbb, semoga mangkraaakkk
acongjendol;Busyettttt....sampe tiga generasi gayssss..
sahil_susyanto;Promo 7.7 🔥🔥🔥
robbomendoza;yg ada di otaknya buat proyek dan ada duit masuk mustahil dia pemimpin yg bersih......ini dia idola negeri mabok agama yg  aneh anaknya banyak juga yg dukung jadi caleg sadaaaaar brayyy...😥😥😥
storyme.life;Model kaya gini yg konon survey kepuasan 82% tertinggi di dunia..😵‍💫🤮
giondraga_suites;Hhhmm
edwinholix;"Heran sm yg msh blg dy ""terbaik terbaik""🗿"
nanggehillboy;Demi Ambisi semata, semoga tidak seperti IKB Mesir🗿
dedekoswara79;Podo Bae...
alidoong;190 Kalimantan udah hilang di map Indonesia
zemabenz82;Bahasa berita nya, benci banget sama Pak Jokowi 😂😂😂😂
nandar_bobotoh_biru;Seginihnya IKN ya 😢
taman_joging;Raja
ayahtrizi;😂😂😂😂😂😂😂😂
wahyuprabowo;Gadaikan semua...
fridlarasati;Menyalaaaaa 🔥🔥
eriksastra_;Owi Owi.. kapan sadarnya ini manusia
azwardine_unde;Astagfirullah. 🤦🤦🤦
sayamaswahyu;mulai suka suka ni doyok
widiantoro.wahyu.9;bakal terjajah selama 190 tahun lebih.
ballatansa;Gilaaa
ballatansa;Revolusi banget
qiax;Pertanyaannya, ngotot banget itu kenapa? Dapat duit gede? Atau tekanan ring 1 yang rata2 pemilik tanah dan kontraktor?
mhd_rizki_bakhtiar;Dongooo
miqrom72;Pokoknya jdi sales mulu pemerintah bangun terus jual wkwkw
aguseka542;Pertanyaannya yang milih dia siapa  kemarin … haha
indramex;Obral saja k3pala bapak kau lahh
yth_fuad;Kan dapat pajak IKN dari semua bangunan komersial. Semisal kalau sudah rame bisa juga dirubah bea pajak lewat keppres
yamasadit;Bisa yuk harusnya sampai 350 tahun
chairuzzaman;Yang pada ngga milih pak Jokowi itu sebetulnya belum tentu benci, tapi Alhamdulillah dikasih petunjuk lebih dulu aja 😂. Iya ga sih?
bangggaban;Muka tembok
uddin.ca;Penjajah dalam negeri.. 🗿
mmsofyansyah;joook.. jok
jon.asimo;Seandainya bapak seperti yg dulu, pasti ga akan seperti ini jadinya.  Tp ya sudahlah, beliau sudah berubah dan sy tetap doakan yg terbaik untuk bapak sebagai pemimpin Indonesia.  Sehat-sehat dan berhasil ya pak.  Amin. 🔥🔥🔥
xfadlmoonjunyoon;Kaga jelas pak presiden
ixand05;Saya Pancasila? Orang baik pilih orang baek? Preeeeeeeeet😂
maynardbenyamin;A legacy doesn't come from some prestigious project sir!! Its leadership...and u failed!!
luthfi.15;Kurang lama, koq dewannya pada diem aja nih.. 🗿
mad_junkies_official;Sah2 aja utk investor, tpi wajib investor dalam negeri, jgn org asing
hahafams;Kok wakil rakyat pada diem ya?....
sehatto;Aku cuma bisa bilang sat....😢
dtriyoga8;jual ja negara klo gt boz
_vvibowo;Gokil wi
awansm_;Tjaduk mencret❤️
ampera_sakti;2 abad bok bok kugadaikan
andri_baskoro17;Ikn ga laku gini banget diobralnya.
f_reza1717;TANAH AIR DIJUAL YA ALLAH
harpother;Anjir fripot aja kang kabut, untuk mncabut ijinya ini palah di tambahin lagi kasian snak ccu kita nanti pasti banyak perdebatan mngenai kebijskan ini jujur terlalu di paksakan
hanz_mohammad23;oh ini yg namanya cinta tanah air, tanah di jualin air di suruh beli
gusnulpribadi;PRUanugrah aja pertanggungannya sampai 120 tahun, ini 190 tahun. Namanya HGU dinasti dong ya
boeng_karrr;Diobral & dijual murah artinya apa? Investor ngantri katanyaaa😂😂😂
anahkhairinniswa;Kalo terlalu lama nanti di klaim milik sendiri
dindarastory;Ini udah gak bisa dibiarin sih 😭
rmhendriawan;Apapun komenmu nggak bakal dilarang, tapi juga nggak bakal digubris. Saya cuma berharap, kenapa oktober terasa lama sekali ya?
fentiera;Eeekh....ini kebijakan apa ini??? Hampir 2 abad lu kasi HGU???? Waaah... penjajahan ini sih
icuksanjaya;Seh 1 abad 90 tahun 🗿
hudaabbasy;🤣🤣🤣
hiungfs;🗿
digitiminimi92;Habis kelar berkotor2 ria, tinggal tobat nasuha yg katanya semua dosa ga ada yg gak diampuni Tuhan selama mau tobat. Enak banget hidup.
greg_dipta;😅😅😅😅
adrtyn;190 tahun sampai anak cucu mereka ya.. lama2 akhirnya bisa menguasai seluruh Kalimantan dll
rahel_lucu;Mau 1000 tahun pun investor tetap ogah ke IKN
mfalfath;Menurut saya: Negara ini punya dia emang?
esara_ma;Mirip obral cuci gudang😂
zulsjf;IKN - ibu kota ngadat
ellymana1;190 thn lagi generasi kita uda ga ada, ga tau kelanjutannya gmn 😂
an_abshar;ciee gak laku yaaa🤣🤣 promoin saja teruss🤣🤣🤣
ardanaf;Jgn sampe nanti puluhan tahun kedepan kyk kejadian bdg lautan api. Mari bung rebut kembali. Eh tp liat generasi cEmas skrng sih kyknya ga akan kejadian.
fnm.maulana;Jualan Pulau 😂
riswandoko_tb;Mediator leader
gurumindabismarck;Gpp lah ..yg penting hnya di IKN tuk menarik investor ..di negara tetangga malah diberikan gratis bagi investor
ibrahimovk;Jaman dulu rebut tanah air, skrng jualan tanah air, semiskin itu kah negara kita? Bukan… krn negara dikelola oleh sales
hcw_jc;waduh pegel gak joget 190 thn ?
tuhrysm;Diobraaal terus pak biar cepet lakuEmang bisa bimsalabim gitu ya 😅🤦‍♂️Develop IKN nanti dulu deh, bisa-bisa ganti pres ganti perpres lagi
sya_iful1977;Pak Joko wi, kok seperti menggadaikan negeri
ichimoku.5;ngeri.............awal mula penjajahan
dedsecxasassins;Duitnya darimana,ngambil APBN lagi
yudharifsyah;Ternyata kosong dan bener2 kosong 😂😂😂
hendrii.kurniawan;Lah, yang si ono pilihan rakyat.. Jadi secara tidak langsung ini memang kehendak rakyat..jadi mari nikmati setiap kebijakannya.. 🔥🔥🔥
novel_ahmad66;mau 1000 tahun juga kalo gak ada manusianya disana siapa yg mau invest 😂😂😂
hermawanbrave;😢
miftah0908;Kasian pejuang² Indo yg ud korban jiwa raga
adi_rni;Otak mana Otak
rumahandalan123;Sudah laku berapa Bosku ??... Jangan tanya saya dunk tanya sama investor nya langsung ..... 😯😯😯Auto bawa absenan tanya ke seluruh penjuru dunia 🤣🤣
mbank_bes;Petruk dadi ratu
belongtoado;HGU ke UMKM takde ke?
fadlimazy;Orang ini klo hidup di jaman penjajahan bakal jadi kacung belanda kali yak , yg disuruh mimpin rakyat2 buat di kuras
abd_razaq90;👏👏👏 190 tahun menuju indonesia emas
voltwajersportwear;Dah lah
legnuts;Efek ga laku kah ini?
azkaarian_;Dibeli sama orang Singapura 👏
jempollmc163;Ini kan presiden yang kalian banggakan...😂😂😂
sarimaw;❌Pemimpin cape urusin rakyat✅Rakyat cape urusin pemimpin 😩😩😩
saranbisnis;Broker
edy1527;Kurang berapa bulan pensiunnya si Pinokio ?
nuruzania766;Ga habis pikir ....berjuang untuk aseng
dian97031;Udah babat sana sini dia 😂😂
robay993;Padahal banyak loh masyarakat mau berkebun ga punya tanah kenapa ga dikasih ke masyarakat
nopendipratama96;Pak kok gitu😢
donitenan;Karepmu pak
rubyarto;Berbagi rejeki dengan rakyat...❤️❤️
rois_askhar;Babad Tanah Jawa ❌ Babad Tanah Borneo..
andoamiladi;Ketika Negeri di obral Murah atas nama Investasi 😮😮😮 Sudah begitu rendah nya kah martabat bangsa ini???
ar_rifa_ie;Umur doi saja ga sampe 190 tahun 😂😂😂
mdhon68;Otak mana otak..........
junaedikendi;Sales mandiri... Buka dealer sendiri.. Cuan buat sendiri
elfan_radian;Cuma kata kotor yg bisa melampiaskan
mochamad.27;190 thn kemudian bumi sdh lenyap alias KIAMAT.
mochamad.27;Lama2 hutan kalimantan bakalan habis oleh pengusaha2 yg investor ke IKN . KALIMANTAN sudah bukan lg menjadi Hutan Paru2 Dunia😢
saidul_khudrii;Jokowi : tanyakan pada pak presiden
rahmatnovyardi;Sebegitu desperatenya menyelamatkan program andalan???
adi_nda_ulfa;Bapak diem aja lah. Obral² juga ga laku kan. Harga diri bangsa lo jual. Lo mati jg blm lunas itu. Abis HGU nya trus Indonesia dpt apa? Eek nya tok???
fajarsetya.n;puncak komedi abad ini
nasiritwandi;kami rakyat kalimantan tdk rela tanah kami di obral,saya doa kan moga cepat mati lho jokowi
_jebule;95 th kemudian, jan ettes menjabat apa?
fahmyradhi;Sama dengan Belanda menjajah Indonesia selama 2 abad😢🇮🇩😢
nurjalil1;Apakah benar, pemimpin yg dipilih itu cerminan yg memilih.
ani__sm;Jokowi bangun indo 10% sisanya menghancurkan indo
hyaa.mlg;@aries.thio.yoo kurang menarik kalo invest ibu kota, kecuali pabrik, tambang, atau pariwisata
oom.gembul;😂😂😂😂 makelar ternyata
paraman_doank;Hmm semua kau gadaikan, ini namnya yg dijajah oleh negara peminpin sendiri
celin_kristiyanti;Kok bisaa gitu yaa....berapa turunan itu, cari duit kok mau jual negars😢😢😮
zeeyahf_;Yg bener ajaaa😆😆
asscn.id;orang kaya di Indonesia mayoritas chindo, kenapa tidak memaksa mereka untuk investasi dengan instrumen rasial, dijamin pasti investasi di ikn
obichipit;Segala sesuatu yang diobral = Murahan/ bahasa kasarnya gak laku contoh mobil eSmeKa (dagelan plongo 😂🗿🤣)
shohib_dan;Anak cucu kita ga kebagian apa2. The real di jajah pemimpin sendiri
bahto_nyanko;Terlalu ngotot ingin dikenang selayaknya Bung Karno dan Pak Harto...akhirnya memaksakan sesuatu yg sebenarnya negeri sendiri blm sanggup membiayai itu...dagelan
rogger_hollatalmandoz;Mas joko is the best bikin onar lg.
eko.a_p;Udah apa bentar lagi kelar juga lu pake nambah beban ke negara dan masyarakat.. kelar dengan damai tanpa nambah beban bisa gak siiii 🤦🤦
partigastrokelima;wkwkwkwk banting harga
yenzuka;🔥🔥🔥🔥🔥Kenapa design ya jelek banget kaya kuburan cina🔥🔥🔥apa emang kuburan cina🤣🤣🤣🤣
uchiha_jon;Saking GK lakunya, langsung di obral
makruf.tgr;Tp hrs diakui gak ada satu pun penduduk Indonesia yg berani melawan nya walaupun sdh tau Indonesia mau digadaikan... luar biasa kekuatan bisa mengalahkan 270 JT org..😂
edopelupessy;MANGKRAK! AAMIIN
azkamuhamco;HGU rasa SHM 🗿
bhin_9375;"Investor : ""I feel still less bonus....."" 😂😅😂😅"
mazdan66;Tetep aja pada gada investor yg mau😂😂😂😂
komunitaspancasilaindonesia;🗿 kok sebegitunya ngebet padahal jabatan udah mau habis
rahmadsyah_putra95;1200 tahun aja wak, jgn tanggubg2
yudhididii;Terlalu ngoyo & terlalu ngobralllllll
abina_iza;Kenapa hanya IKN , kami di jawa pun ingin di gadai kan
investradex;Daerah itu airnya kek air payau ga sih?
investradex;Jogetin aja broo🔥🔥🔥
tbjangkarjaya;Ngeriiiiihhh....
aghieeeel;Macam kompeni aja ini, udah kayak menjual harga dan martabat bangsa
riki.warisman;Owalah..... Malah di lelang murah. Kabeh di jual pakde...
yudhokusumo1607;Hebatnya si bapak adalah,,,, DPR diam,,, mahasiswa diam,,,,|@yudhokusumo1607 setuju kang..yg muda2 sibuk jd entreuperneur i..influrncer..youtuber ..dagang online..tiktok...yg tua2 dan dipercaya digedung DPR MPR tutup mata gaji gede tunjangan aman sbgian besar merem dan korupsi massal..instansi keamanan udh jelas instansi beranggotakan oknum sbgian besarnya...pemerintahnya malah ngajak masyarakat jd bodo dan korupsi bareng2 dgn kedok BANSOS, MAKANAN SEHAT. PROGRAM ga pernah jelas.....ruwet|@yudhokusumo1607 😂😂😂😂 komisaris atau uang|@yudhokusumo1607 asli bro, ini kalau dulu udah pasti di demo besar besaran.
mochammad_iim_inggri;Ga berfikir efek jangka panjangnya?? Mksdnya dg 190th bisa beranak pinak dan menyisihkan kebudayaan dan unsur2 kearifan lokal di sana...?? Membangun jangan ugal ugalan ..
punkjack82;Pak lurah udah putus asa 😢
shintautami30;Bapak aja deh yg kita gade in😂
dewiratihskiba;Hallo bagaimana dg aturan-aturan pokon Agraria  di UU Nr.5 1960 ? Dikangkangi ? Hallo Parlemen? Tidurlkah? Di LN  banyak Port-Port dg ijin pengelolaan sd 100 th oleh pemodal luar, kok hampir sana dan sebangun ya?  Terumpan dan terjebak? Buka nata, pembangunan bukan hanya phisik, juga tehnik digital .., Inu menyangkut kedaulatan.
altur.manullang;Sekalian bikin 350 tahun aja, kok cm 190 tahun...anehnya katanya investasi di IKN menarik tapi HGU sampe 190 tahun...😂
pmwhyudi;190thn kau jual itu namanya 😂
anas___saputra;BAPAK NEPOTISME INDONESIA 😍|@anas___saputra mulai kehilangan nalar|@titiw_dzeko wow... Saya hanya sbgai warga disni mengkritik kepala negara yg bermuara pada kegiatan nepotisme.. Wkwk anda bilang bikin negara nyungsep darimanannya nyungsep? Jstru saya mengkritik tindkan tpi gak tau dri segi anda Bernegara bagaimana...? Nepotisme msh di pegang ya jstru itu membuat negara akan tidak maju|@anas___saputra Presiden TERBALIK INDONESIA😂
tuanmuda.perkasa;JADI PRESIDEN 10 TAHUN TAPI NAWARIN PROGRAM JANGKA 190 TAHUN 😮
bumn_ganjar;Panutan berkelanjutan warga 58%
aspirwn;Itu namanya banting harga pak... Ya mbok cari strategi lain to... Gini amat jualan IKN... Mkmkmk....
fatih1218127;Ini lah presiden pilihan kalian 😂😂|@adedatuak nanti akan lebih parah ketika OKE GAS OKE GAS|@adedatuak lah Elo Presiden ya Sapa.?Ga mengakui keluar dari NKRI|@dennyserang emang ada dasarnya tidak mengakui harus keluar dari Negeri ini ?|@adedatuak bukan saya 🤣|@dennyserang Emang ada UU atau hukum nya tidak mengakui si Nganu harus keluar dari NKRI...🤣|@dennyserang NKRI datang belakangan jon😂|@riky_subagja87 kamu ngakuin ga presiden jokowi presiden kamu|@dennyserang Enggakkk !
johannesramlan|jalaninsajah;Dah kaya negara punya sendiri aja!!😢|@johannesramlan wios abi nu lepat😂
jhonsitorus8|ashabulkhafidz|stronghold100|mboozhe|stronghold100|mboozhe;190 tahun itu hampir 2 Abad Bambang. Freeport aja baru 57 tahun udah habis dikeruk semua cadangan emasnya|@jhonsitorus8 sayangnya dia bukan Bambang. Jadi ga bakal paham|@jhonsitorus8 ikn emg apa yg dikeruk?|@stronghold100 Masa seblak atau siomay yg dikeruk?? Pliss lahh ,pernah dengar istilah persamaan atau contoh,disekolah diajarin kok dulu😂😂😂|@mboozhe ya makanya konkritnya apa brader? Kita bedah dong, ngakunya si paling intelektual ni si anak sekolah|@stronghold100 siapp si paling bedah! Sayang bang punya smartphone ga digunain!! Googling aja 😂 males banget debat/bedah hal2 beginian. Apalagi debat dengan pendukung rezim ini, cape bang nanggepinnya!😂
sdihaw|stronghold100;Hidup ha sampe 190 tahun, tp tega jual anak cucu ke negara lain|@sdihaw emg literally dijual?
ahadsiliwangi;Ini lah penjajah Indonesia sebenarnya
riniharyanto48|tialoyal|chonkmaman|m_ridho_redhani|agussalim.757|aldiyano555|putratjahja|luckysatriadewa|muchtar.simon;Dijajah 350 thn. Merdeka 79 thn. Digadaikan 190 thn. 🤬|indah bukan ? 🐒|Mana mungkin dia mikir sampai kesitu bang...yg penting dpt investor,Maslah resiko kan yg nanggung bukan dia..sesimpel itu😴|@chonkmaman yg dikasih HGU 190 Tahun malah IKN nya, bayangkan pusat pemerintahan diatur investor 😂|Menyala 🔥🔥|Minus donk😮😮😮😮|Asli gk nduwe isin ambek rakyat e dewe 😂😂|😭😭😭😭😭😭😭😭😭😭😭😭😭|Yang bikin mampusnya lagi anggota dewan yang terhormat diam  tidak ada yang menyeka, mungkin karna bukan mereka  berjuang dan kemerdekaan negeri ini kalau tidak bisa berbuat minimal menjaga na'uzubillahiminzalik summa na'uzubillahiminzalik
